hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight,x,y,z,volume_id,layer_id,module_id,psi
18303,968279554881748992,-24.9121,-20.0474,-3.7039699999999995,-1.05046,-0.83186,-0.160235,3.0341e-05,-24.9126,-20.0469,-3.69688,8,2,98,1.4556960084989663
18309,896224022428123136,-29.616,-14.7811,-0.814543,-0.255048,-0.137703,-0.060773900000000006,1.0272699999999999e-05,-29.6137,-14.7837,-0.81076,8,2,98,1.5463060590050264
18325,846683808051757056,-23.4518,-21.6824,-1.78757,-0.406915,-0.363071,0.052456600000000006,1.3885999999999999e-05,-23.4554,-21.6783,-1.78437,8,2,98,1.5149864129849455
18339,972793462430629888,-29.1776,-15.272,-5.70787,-0.616689,-0.33478800000000003,0.0188792,2.1808400000000003e-05,-29.1807,-15.2685,-5.72187,8,2,98,1.39877530872389
18348,432353192089485312,-30.2558,-14.0649,-3.09207,-0.902868,-0.409754,0.226309,2.00415e-05,-30.2553,-14.0654,-3.09483,8,2,98,1.4783040129803091
18359,571959282979831808,-26.7315,-18.0105,-5.53827,-0.134605,-0.102009,-0.013934299999999998,2.30089e-05,-26.7333,-18.0085,-5.55313,8,2,98,1.4001909161151291
18383,211670144559087616,-21.5747,-23.7839,-1.5620399999999999,-0.288804,-0.332043,-0.06931469999999999,1.3882999999999999e-05,-21.5901,-23.7666,-1.55938,8,2,98,1.5222691562853459
18399,27030393857245184,-27.803,-16.8109,-5.50301,-0.731955,-0.43249399999999993,-0.272334,2.16664e-05,-27.803,-16.8109,-5.5042800000000005,8,2,98,1.4029762117206133
18415,896233368276959232,-16.94,-27.2858,-4.87732,-0.12073900000000001,-0.106156,-0.0791681,3.68773e-05,-16.9427,-27.2845,-4.87953,8,2,99,1.4200193700776038
18443,211670144559087616,-22.3513,-24.6782,-1.7486,-0.28830900000000004,-0.332405,-0.069345,1.18637e-05,-22.3502,-24.6787,-1.7492,8,2,99,1.5183084637419424
18453,283731861765619712,-12.2408,-29.5502,-2.74878,-0.20641500000000002,-0.523841,-0.206146,1.66409e-05,-12.2479,-29.5468,-2.75236,8,2,99,1.484955543027528
18454,653031016939651072,-15.5517,-27.9548,-4.24205,-0.390627,-0.68137,-0.0499166,2.20131e-05,-15.5517,-27.9548,-4.25938,8,2,99,1.4384254821767049
18456,423338433692303360,-23.18,-24.2788,-5.772,-0.176198,-0.197682,0.0326065,1.26898e-05,-23.1819,-24.2779,-5.77813,8,2,99,1.4003351656846867
18468,175641759856984064,-17.9674,-26.7907,-3.4609099999999997,-0.134613,-0.182982,0.02259,1.6481900000000002e-05,-17.9678,-26.7905,-3.4718699999999996,8,2,99,1.4635805604688625
18480,738591026083528704,-16.4439,-27.5248,0.456138,-0.09587419999999999,-0.14339200000000002,0.00869623,1.18637e-05,-16.4462,-27.5237,0.46562600000000004,8,2,99,1.5562750945156725
18487,126101957797478400,-17.7666,-26.8874,-0.611859,-0.43243400000000004,-0.669656,0.028354700000000004,1.65554e-05,-17.7642,-26.8886,-0.6031270000000001,8,2,99,1.5520834084342034
18491,238694903419240448,-16.89,-27.3099,0.47060799999999997,-0.0824998,-0.15121400000000002,-0.0404811,1.46506e-05,-16.8906,-27.3096,0.47352,8,2,99,1.5560509775898996
18494,846683808051757056,-25.249000000000002,-23.2818,-1.55619,-0.408003,-0.361765,0.0523328,1.20346e-05,-25.2527,-23.28,-1.55938,8,2,99,1.5254255833510062
18534,734090243954704384,-6.89964,-31.596,-3.7426,-0.198728,-0.867907,0.045316,0.0,-6.902610000000001,-31.5959,-3.7531199999999996,8,2,100,1.4552651109150596
18539,292741191324139520,1.72049,-32.0823,-5.13436,0.00315936,-0.234386,0.00222887,1.3882999999999999e-05,1.73642,-32.0832,-5.15937,8,2,100,1.411578333942572
18540,126101889078001664,-1.83522,-31.8817,-5.27999,-0.029898400000000002,-0.34161199999999997,-0.0371719,1.29425e-05,-1.83548,-31.8817,-5.27188,8,2,100,1.4071877428213353
18566,923253935249031168,1.34572,-32.0611,-4.1638,-0.000597136,-0.953211,-0.132333,2.2331399999999998e-05,1.3392899999999999,-32.0608,-4.16028,8,2,100,1.441866376144523
18574,234201061957566464,-5.6287,-31.6677,-0.140426,-0.0667372,-0.317337,0.052524400000000006,1.12168e-05,-5.625,-31.6679,-0.14244,8,2,100,1.566367745618557
18599,923276887554260992,1.34255,-32.061,-1.68238,0.0920768,-0.9283610000000001,-0.167458,2.19082e-05,1.3392899999999999,-32.0608,-1.681,8,2,100,1.5184582261779669
18605,283731861765619712,-12.9114,-31.2569,-3.4201900000000003,-0.205575,-0.5241859999999999,-0.20599099999999998,1.39784e-05,-12.9079,-31.2571,-3.41709,8,2,100,1.4700929707998973
18609,603489222015320064,-10.1028,-31.4153,-0.471765,-0.07806669999999999,-0.212445,-0.0435663,1.46506e-05,-10.0977,-31.4156,-0.46998599999999996,8,2,100,1.5565546584659977
18616,310753047212982272,-5.57761,-31.6706,-4.56532,-0.0969332,-0.49235,-0.0911628,1.39301e-05,-5.57585,-31.6707,-4.56459,8,2,100,1.4297947262821202
18624,562950365738172416,-3.00453,-31.8158,0.24701599999999999,-0.032676,-0.24357600000000001,0.0313874,1.18637e-05,-3.00537,-31.8157,0.240623,8,2,100,1.563266960476952
18625,734094779440168960,-0.313226,-31.9676,-4.03409,0.00788863,-0.20562800000000003,0.00900219,1.3882999999999999e-05,-0.30808800000000003,-31.9679,-4.03437,8,2,100,1.445265090058875
18633,382806311923875840,4.64721,-32.2053,-1.10079,0.055702999999999996,-0.46232700000000004,0.0222333,1.29425e-05,4.64738,-32.2052,-1.10938,8,2,101,1.53671545444487
18634,617007030284058624,3.7711699999999997,-32.5116,-1.9495200000000001,0.0450774,-0.296197,0.0139786,1.83132e-05,3.7699,-32.512,-1.95313,8,2,101,1.5111927147443476
18643,148629233063690240,6.8777800000000004,-31.4254,-0.756909,0.254335,-1.2111,0.0720728,2.7672600000000003e-05,6.8760699999999995,-31.426,-0.771877,8,2,101,1.546806833306411
18660,432353741845299200,12.6771,-29.3978,-0.9091370000000001,0.10678199999999999,-0.22075300000000003,0.07396269999999999,1.5106900000000001e-05,12.6569,-29.4048,-0.911876,8,2,101,1.5423195738713014
18668,626001653874556928,2.97697,-32.7893,-1.02871,0.039468199999999995,-0.324513,0.00344414,1.3882999999999999e-05,2.97741,-32.7891,-1.05313,8,2,101,1.538820536543354
18679,734094779440168960,-0.233224,-33.9117,-3.9489699999999996,0.009092200000000002,-0.205467,0.00965552,1.18637e-05,-0.231111,-33.9109,-3.94749,8,2,101,1.4549128602213512
18688,923276887554260992,1.46764,-33.317,-1.90894,0.0927543,-0.928057,-0.168526,1.89871e-05,1.4690299999999998,-33.3165,-1.90867,8,2,101,1.5136252755972737
18695,270219276177113088,7.50426,-31.2064,0.589222,0.0547746,-0.27260300000000004,0.0673297,1.92289e-05,7.50245,-31.206999999999997,0.592464,8,2,101,1.5523393933634289
18699,923253935249031168,1.34438,-33.3601,-4.344119999999999,-0.00207809,-0.953175,-0.132267,1.93539e-05,1.34618,-33.3594,-4.34205,8,2,101,1.4414683521262055
18709,923270221765017600,9.87463,-30.3776,-2.43118,0.591187,-1.8301599999999998,-0.156496,4.9513100000000005e-05,9.87221,-30.3784,-2.4282,8,2,101,1.494923827639676
18711,292741191324139520,1.73422,-33.2238,-5.1235,0.00184142,-0.234348,0.00184857,1.18637e-05,1.7333,-33.2241,-5.10313,8,2,101,1.4185939639237735
18718,27024346543292416,8.4245,-30.8846,-5.52816,0.23808600000000002,-0.8377629999999999,-0.284395,2.62756e-05,8.42501,-30.8844,-5.52703,8,2,101,1.3998317483902991
18732,400820847872311296,6.65964,-31.5017,-4.4526,0.110582,-0.47550299999999995,-0.06874630000000001,1.6481900000000002e-05,6.657769999999999,-31.5023,-4.44965,8,2,101,1.4334703081896805
18776,909732209970118656,21.5966,-23.5284,-1.2534299999999998,0.20559699999999997,-0.211083,-0.0486919,1.5106900000000001e-05,21.6037,-23.522,-1.25432,8,2,102,1.5315423019929424
18777,432364255925239808,12.8407,-31.3492,-5.83816,0.10803800000000001,-0.23589000000000002,0.038850300000000004,0.0,12.8435,-31.3467,-5.83438,8,2,102,1.4002411062471662
18781,391815778921349120,16.5326,-28.0516,-1.9557799999999999,0.285947,-0.468196,-0.00841714,1.62876e-05,16.5331,-28.0511,-1.95313,8,2,102,1.5108840771659857
18782,265718768926195712,19.6871,-25.2339,0.607809,0.474909,-0.6246229999999999,0.058022199999999996,1.63313e-05,19.6842,-25.2366,0.614386,8,2,102,1.5516024367760137
18784,499900933027659776,19.8337,-25.103,0.0425686,0.394438,-0.514134,0.134711,1.38848e-05,19.8342,-25.1025,0.04158169999999999,8,2,102,1.5694966017227825
18789,148625178614562816,15.0547,-29.3717,0.345549,0.195234,-0.358115,0.036189099999999995,1.92289e-05,15.0514,-29.3746,0.353123,8,2,102,1.560098060466022
18795,535933234739937280,19.462,-25.435,-4.98263,0.21177600000000002,-0.260414,-0.048241,1.3882999999999999e-05,19.4627,-25.4344,-4.98864,8,2,102,1.4162727231852144
18829,972801640048361472,22.5229,-22.701,-4.44663,0.154085,-0.16880499999999998,0.014476900000000001,1.19892e-05,22.5258,-22.6984,-4.42813,8,2,102,1.4331995323205327
18862,396317179525464064,20.6227,-24.3983,-4.2207099999999995,0.439057,-0.53472,-0.216169,2.15556e-05,20.6228,-24.3982,-4.22423,8,2,102,1.4393302911843813
18865,936754563648585728,23.1532,-22.138,-1.43415,0.114926,-0.0981553,0.0256129,0.0,23.1699,-22.1231,-1.43648,8,2,102,1.525986143714084
18889,432353741845299200,13.3878,-30.8605,-0.420529,0.107154,-0.220728,0.07310119999999999,1.0272699999999999e-05,13.3909,-30.8577,-0.41883000000000004,8,2,102,1.558345866635043
18895,824160174917812224,28.8456,-13.7031,-1.1846299999999998,1.78295,-0.8358,0.0330399,4.6525200000000006e-05,28.8477,-13.6986,-1.16563,8,2,103,1.534312394892009
18923,369303484501065728,25.7504,-20.1262,-2.5495200000000002,0.704976,-0.563318,0.153858,2.48385e-05,25.7513,-20.1244,-2.5524299999999998,8,2,103,1.4928558649959107
18928,720583087204859904,27.7767,-15.9211,-3.06324,1.3756899999999999,-0.799334,-0.21462399999999998,5.028939999999999e-05,27.776999999999997,-15.9206,-3.06904,8,2,103,1.475228905921002
18946,972801640048361472,23.820999999999998,-24.1301,-4.3243599999999995,0.152749,-0.169899,0.015044299999999998,1.0513599999999999e-05,23.8207,-24.1306,-4.31562,8,2,103,1.4442003382538082
18948,738602158638759936,27.8454,-15.7787,-3.24376,0.351283,-0.210567,-0.025185299999999997,3.68773e-05,27.8438,-15.7819,-3.24688,8,2,103,1.46969433244982
18949,157626674152734720,26.0156,-19.5758,-4.41498,1.04734,-0.801175,-0.297344,4.2303500000000006e-05,26.0155,-19.576,-4.4110000000000005,8,2,103,1.4361351151537527
18950,90081063518339072,28.2557,-14.9271,-4.1898599999999995,0.177146,-0.0833043,0.0234026,2.30089e-05,28.2559,-14.9267,-4.19814,8,2,103,1.4401728901530508
18962,90084843089559552,27.1042,-17.3167,-2.57385,0.531613,-0.351475,0.108057,1.57977e-05,27.104,-17.3171,-2.5718799999999997,8,2,103,1.4910041059333023
18964,680043681171898368,27.9115,-15.6415,-0.190977,1.36081,-0.773596,-0.0525726,3.43271e-05,27.9106,-15.6433,-0.209377,8,2,103,1.5642524764034005
18980,828664667898380288,27.4179,-16.6657,-2.2519400000000003,0.140217,-0.0970492,-0.028369,1.83132e-05,27.4184,-16.6647,-2.24874,8,2,103,1.5008249333536856
18981,909732209970118656,23.2813,-25.2499,-1.65156,0.205867,-0.210639,-0.0490896,1.26898e-05,23.2803,-25.2521,-1.65218,8,2,103,1.5227292408409692
18983,896226358890332160,29.7066,-11.9164,-1.1986299999999999,0.145042,-0.047131,-0.0352796,3.20481e-05,29.6987,-11.9326,-1.19705,8,2,103,1.5334132373099996
18985,4503805785800704,25.1732,-21.3241,-1.7245099999999998,1.20259,-1.00629,-0.19858299999999998,4.96168e-05,25.1719,-21.3266,-1.72813,8,2,103,1.5184633117856152
18991,90094807413686272,29.339000000000002,-12.6791,0.462463,0.17538399999999998,-0.068861,0.062051499999999996,1.3551800000000001e-05,29.3352,-12.6869,0.46051400000000003,8,2,103,1.556388742166317
18998,936754563648585728,24.3083,-23.1187,-1.17736,0.11573499999999999,-0.09727689999999999,0.024781900000000003,0.0,24.3111,-23.113000000000003,-1.17718,8,2,103,1.535717743881475
19004,616997203398885376,26.7567,-18.038,-2.29074,0.38918800000000003,-0.250825,0.016569999999999998,1.3882999999999999e-05,26.7583,-18.0345,-2.2906299999999997,8,2,103,1.4999284245953328
19013,896226358890332160,31.2844,-12.4235,-1.58204,0.14507,-0.0467165,-0.0354164,1.92289e-05,31.2841,-12.4291,-1.5841399999999999,8,2,104,1.5237718127806361
19016,265718425328812032,31.8715,-2.01682,-3.93986,1.20199,-0.0865636,-0.0829786,3.21559e-05,31.8717,-2.01266,-3.92233,8,2,104,1.4485868075077795
19040,657525751754522624,32.0154,0.534643,-4.1597599999999995,0.38710500000000003,0.015847200000000002,-0.102302,1.5106900000000001e-05,32.0157,0.540562,-4.16515,8,2,104,1.441444060663317
19045,653023389077733376,32.0825,1.72417,-4.12819,3.8735199999999996,0.215125,-0.226323,6.94151e-05,32.0833,1.7386599999999999,-4.14688,8,2,104,1.4424417203670656
19058,342276801495564288,31.7238,-4.6340699999999995,0.886984,0.362003,-0.0616011,0.11737,1.26898e-05,31.7238,-4.633859999999999,0.8895559999999999,8,2,104,1.5430572288235436
19067,639523928909283328,31.9209,-1.14028,-3.61084,0.289906,4.114980000000001e-06,-0.028645099999999996,1.3882999999999999e-05,31.9202,-1.15374,-3.6088699999999996,8,2,104,1.458288106864111
19068,851190362616627200,31.643,-6.0667599999999995,0.58136,0.684459,-0.14136700000000002,-0.0294695,1.47928e-05,31.6427,-6.0717300000000005,0.578121,8,2,104,1.5528553107882943
19082,562951396530323456,31.6096,-6.65902,0.49007799999999996,0.260656,-0.04386,0.033471600000000004,1.18637e-05,31.6094,-6.6631,0.488658,8,2,104,1.5556706422973694
19083,923261425671995392,31.4021,-10.3379,0.609931,0.530442,-0.186556,0.0148011,1.23424e-05,31.4019,-10.3411,0.6313270000000001,8,2,104,1.5517027193078352
19086,810649444755177472,31.9566,-0.5076350000000001,-4.197019999999999,1.33455,-0.0295493,-0.229309,3.53013e-05,31.9566,-0.507771,-4.19843,8,2,104,1.4401816623738137
19097,468394770931122176,31.4449,-9.578510000000001,-4.74597,0.285948,-0.11181400000000001,0.0480275,1.29425e-05,31.4448,-9.580680000000001,-4.7458,8,2,104,1.4274146907593634
19101,513414618127794176,31.9816,-0.0652362,-4.15576,0.194114,-0.00964451,-0.06928560000000002,1.5106900000000001e-05,31.9819,-0.058485699999999995,-4.15854,8,2,104,1.4414940786452448
19108,76563186530123776,31.5939,-6.9371,-2.87755,0.175741,-0.047495300000000004,0.0107225,2.6238200000000002e-05,31.594,-6.93553,-2.87225,8,2,104,1.4822317192604717
19116,400829987562717184,31.3882,-10.5831,0.872167,0.506754,-0.161905,0.011042299999999998,1.03532e-05,31.3881,-10.585999999999999,0.8593709999999999,8,2,104,1.5448589945167672
19130,828667897713786880,31.5259,-8.14326,-5.57254,1.13729,-0.284412,-0.321242,3.1364699999999995e-05,31.5258,-8.14446,-5.57608,8,2,104,1.4011904522570953
19133,851181978840465408,32.0382,0.939585,-0.16122999999999998,0.152818,-0.00781049,-0.0106875,1.96679e-05,32.0383,0.9399270000000001,-0.153126,8,2,104,1.5660189515701957
19137,918738103554801664,31.433000000000003,-9.78958,-3.1856,0.154289,-0.037393699999999995,-0.0308,2.30089e-05,31.433000000000003,-9.789069999999999,-3.1837,8,2,104,1.4743918232699509
19141,180147008751796224,31.6348,-6.21164,-5.40589,0.248352,-0.039255,0.0211362,2.30089e-05,31.6346,-6.21633,-5.39939,8,2,104,1.4048592768959507
19156,193655402452221952,31.1643,7.6245899999999995,-0.00819585,1.6740099999999998,0.418843,-0.240364,3.32177e-05,31.1639,7.62569,-0.0071960999999999995,8,2,105,1.5705720327218484
19157,639514651779923968,32.3489,4.23655,-5.20625,0.362808,0.0573009,-0.0530381,1.3882999999999999e-05,32.3487,4.23704,-5.21122,8,2,105,1.4124034970157724
19159,495396577486045184,29.7559,11.6528,0.91956,0.351468,0.1274,-0.0516614,1.0513599999999999e-05,29.7541,11.6578,0.915623,8,2,105,1.5421518959134126
19161,747601180275769344,28.9083,14.0771,-1.47761,0.27103499999999997,0.121276,0.0084507,1.12369e-05,28.9097,14.0729,-1.4924,8,2,105,1.5244140825572852
19165,653023457797210112,31.9103,5.49103,-5.04592,2.86035,0.48003500000000004,-0.249861,6.72072e-05,31.91,5.49174,-5.046880000000001,8,2,105,1.4161721537124963
19168,0,29.5604,12.2119,-3.58296,755653.0,183816.0,-628650.0,0.0,29.5607,12.210999999999999,-3.5818,8,2,105,1.4592719706126969
19171,972787071519293440,31.1184,7.75577,-3.8873300000000004,1.40641,0.361102,0.123027,3.5034000000000004e-05,31.1168,7.760460000000001,-3.88182,8,2,105,1.4503399402591006
19182,810649444755177472,34.0239,-0.554343,-4.552230000000001,1.33451,-0.030333999999999996,-0.229172,2.96531e-05,34.0247,-0.5566939999999999,-4.55185,8,2,105,1.4378228034912708
19184,851181978840465408,33.5314,0.854226,-0.26879200000000003,0.152203,-0.010381,-0.0116195,2.21264e-05,33.5326,0.8509049999999999,-0.265629,8,2,105,1.5628775262945105
19190,616993904864002048,29.3024,12.9499,-1.60032,0.48232200000000003,0.202279,0.027748200000000004,1.09394e-05,29.3058,12.9401,-1.61563,8,2,105,1.5204065996116802
19197,639523928909283328,34.2269,-1.13491,-3.8387300000000004,0.289827,0.0013851,-0.028922900000000005,1.18637e-05,34.2269,-1.13486,-3.8401699999999996,8,2,105,1.4591270266744947
19212,513414618127794176,33.8879,-0.165422,-4.83614,0.19406099999999998,-0.0109259,-0.0690692,1.26898e-05,33.8871,-0.162891,-4.83344,8,2,105,1.429119939012147
19220,662039659303403520,29.2135,13.2041,-4.22673,1.05617,0.46486400000000005,-0.0384914,2.64916e-05,29.2089,13.2172,-4.20565,8,2,105,1.440361186040736
19224,878220206718058496,30.774,8.74092,-3.4801300000000004,0.251332,0.116503,0.0173921,1.3882999999999999e-05,30.7745,8.73945,-3.4718699999999996,8,2,105,1.4626941998302556
19226,382807480154980352,29.081999999999997,13.5803,-2.97131,0.7891060000000001,0.379723,-0.00628815,2.07292e-05,29.0748,13.6009,-2.96563,8,2,105,1.4786669913319552
19246,738601471443992576,31.5799,6.43582,-4.31433,0.582704,0.108474,-0.0576159,1.37736e-05,31.5789,6.43865,-4.31562,8,2,105,1.4376816825898284
19252,432361782024077312,31.3836,6.99737,-0.9618530000000001,0.19675399999999998,0.034112,0.06140399999999999,2.0262699999999998e-05,31.3837,6.99715,-0.964827,8,2,105,1.540799136689796
19257,657525751754522624,33.6195,0.602287,-4.58373,0.38713200000000003,0.0165233,-0.101918,1.26898e-05,33.6186,0.604834,-4.57834,8,2,105,1.4354658897809403
19258,833169848073715712,30.3004,10.0954,-4.68061,0.257268,0.0948643,-0.0637174,2.0262699999999998e-05,30.2979,10.1025,-4.68142,8,2,105,1.4252534982400926
19269,653023389077733376,33.2054,1.78663,-4.1938,3.87342,0.216442,-0.225663,5.93183e-05,33.2051,1.7877299999999998,-4.203130000000001,8,2,105,1.4450652761762917
19276,972787277677723648,22.3332,22.9347,-1.22478,0.5535329999999999,0.582596,0.135354,2.06331e-05,22.3229,22.9462,-1.22205,8,2,106,1.5326414434002655
19278,923247887935078400,26.5469,18.2171,0.689733,1.36449,0.947357,0.047901099999999995,3.62696e-05,26.5451,18.2192,0.690624,8,2,106,1.5493489923009645
19321,972783085789642752,26.3923,18.3902,-2.9636400000000003,0.8723629999999999,0.5970270000000001,0.119913,2.26812e-05,26.3934,18.3891,-2.96563,8,2,106,1.478863836773414
19324,923256752747577344,26.1228,18.692,-4.979419999999999,0.129724,0.07951849999999999,-0.0234864,0.0,26.1223,18.6925,-4.981990000000001,8,2,106,1.4169235476954356
19336,67555300080615424,29.3579,15.0701,-1.09871,0.291765,0.13801300000000002,-0.0266909,1.29425e-05,29.3578,15.0702,-1.10938,8,2,106,1.537191273280878
19338,495396577486045184,31.7635,12.3768,0.625449,0.352028,0.126004,-0.0503453,7.562439999999999e-06,31.7647,12.3755,0.630933,8,2,106,1.5522907457409476
19344,616993904864002048,30.7214,13.5436,-1.51872,0.48267600000000005,0.20128800000000002,0.027859300000000004,9.77256e-06,30.7216,13.5433,-1.50312,8,2,106,1.526056324925172
19356,382807480154980352,30.2052,14.1214,-2.98026,0.788751,0.380349,-0.00675819,1.79653e-05,30.2079,14.1185,-2.96563,8,2,106,1.4820903677154313
19366,747601180275769344,29.864,14.5035,-1.44783,0.271397,0.120299,0.00796124,9.95269e-06,29.8614,14.5064,-1.44688,8,2,106,1.5272411671819055
19374,729586025852043264,24.5071,20.5009,-0.12456500000000001,0.396892,0.318936,0.0189195,1.2043900000000002e-05,24.5087,20.4991,-0.120001,8,2,106,1.5670406046089083
19380,729591729568612352,23.2775,21.8774,-0.37201999999999996,0.314094,0.309258,0.013396200000000002,9.95269e-06,23.2847,21.8695,-0.37812399999999996,8,2,106,1.5589599819315219
19389,99082559056510976,26.6861,18.0613,-2.02753,0.527369,0.344194,-0.10090700000000001,1.82497e-05,26.6862,18.0613,-2.02603,8,2,106,1.5080049799336834
19390,36030171408498688,22.0582,23.2425,-4.607819999999999,0.326717,0.35775100000000004,-0.102727,1.0548800000000001e-05,22.0565,23.2445,-4.61074,8,2,106,1.4278878868509408
19394,662039659303403520,30.5139,13.7759,-4.27411,1.05634,0.464317,-0.0390111,2.29594e-05,30.5131,13.7767,-4.25938,8,2,106,1.44425093210608
19414,445857668779737088,10.7009,30.2923,-4.1489400000000005,0.25696599999999997,0.758163,-0.041043199999999995,1.91694e-05,10.7165,30.2848,-4.14688,8,2,107,1.442420281674435
19433,517915194098188288,20.3651,25.6353,-2.34281,0.419542,0.511572,-0.041295599999999995,1.62956e-05,20.3636,25.636,-2.34687,8,2,107,1.4992357894792117
19444,175643271685472256,11.4861,29.9139,-4.61003,0.140439,0.395043,0.027927299999999995,1.5106900000000001e-05,11.4822,29.9158,-4.59687,8,2,107,1.4283119820586394
19449,432353054650531840,15.8765,27.7982,-1.03364,0.28069299999999997,0.510524,0.176931,1.4663199999999999e-05,15.8777,27.7977,-1.02863,8,2,107,1.538675451301179
19455,18019140153376768,13.1922,29.0917,0.407445,0.09577970000000001,0.23493499999999998,-0.025967400000000005,1.12168e-05,13.1939,29.090999999999998,0.40937399999999996,8,2,107,1.5579813257533408
19475,391814404531814400,10.5735,30.3537,-0.8310549999999999,0.257895,0.712498,0.0151171,1.10027e-05,10.5814,30.3499,-0.8281290000000001,8,2,107,1.5450370048127904
19476,653029573830639616,18.6137,26.4793,-3.82715,0.142481,0.18621400000000002,-0.0104621,1.6481900000000002e-05,18.6146,26.4788,-3.8093800000000004,8,2,107,1.4536423585286387
19477,846686762989256704,13.923,28.7396,-1.81601,0.104376,0.191681,0.0205889,3.68773e-05,13.9254,28.7384,-1.81815,8,2,107,1.513924002679535
19479,580966688393003008,16.1677,27.6579,0.8152590000000001,0.11338499999999999,0.212486,0.024011,1.3551800000000001e-05,16.1671,27.6582,0.8031229999999999,8,2,107,1.5457327456122196
19481,639518156473237504,20.1923,25.7185,-5.50726,0.33537100000000003,0.44299700000000003,-0.08516080000000001,1.79505e-05,20.1936,25.7179,-5.50378,8,2,107,1.40404036756576
19489,972787277677723648,23.4741,24.1371,-0.945591,0.553412,0.582697,0.13511800000000002,1.7632e-05,23.4713,24.1384,-0.943684,8,2,107,1.542774927035664
19496,81067129754877952,15.1542,28.1463,-4.55197,0.191182,0.376195,-0.03961,0.0,15.1536,28.1466,-4.54063,8,2,107,1.429697220440332
19505,135111905831288832,15.1677,28.1398,-3.6446400000000003,0.23817600000000003,0.41998800000000003,-0.101226,1.19892e-05,15.1644,28.1414,-3.6481199999999996,8,2,107,1.4571669404982837
19506,36030171408498688,23.0569,24.3381,-4.92216,0.326387,0.357773,-0.102371,9.423560000000001e-06,23.0555,24.3388,-4.91897,8,2,107,1.4251109102343076
19511,968283403172446208,17.944000000000003,26.8019,-0.336623,0.090697,0.11988,-0.00154012,0.0,17.9454,26.8013,-0.321877,8,2,107,1.5608173409594848
19518,549442796671467520,20.9851,25.3365,-2.99641,0.633888,0.7485569999999999,0.0435204,2.12198e-05,20.9837,25.3372,-3.00486,8,2,107,1.4797108439624485
19543,18019140153376768,14.0429,31.1931,0.175335,0.0951337,0.234956,-0.0271027,7.765510000000001e-06,14.0401,31.1932,0.184376,8,2,108,1.5654064201198785
19559,391814404531814400,10.9419,31.368000000000002,-0.809686,0.260397,0.7114729999999999,0.014871500000000001,8.97917e-06,10.9421,31.368000000000002,-0.8281290000000001,8,2,108,1.5458741320036455
19563,779126446386839552,-1.68267,32.0802,-5.26318,-0.000725902,0.186481,-0.0245239,1.5106900000000001e-05,-1.6887400000000001,32.0805,-5.27134,8,2,108,1.4081568621683889
19571,292735831204954112,6.40649,31.6238,-4.28784,0.24315799999999999,1.14915,0.0368197,2.6920100000000003e-05,6.40739,31.6238,-4.29026,8,2,108,1.43860791174445
19576,369307057913856000,8.57405,31.5016,0.40137399999999995,0.146732,0.5743189999999999,0.154442,1.2881900000000001e-05,8.57334,31.5016,0.398727,8,2,108,1.558583803496772
